0,1,2,split
7EF26E5C,paper_in_domain,065950AA,train
615F552E,paper_in_domain,0B9B7E5E,train
84B6214B,author_write_paper,8080CFD7,train
7EF18C7F,paper_in_domain,09715BDF,train
775B7B1E,author_write_paper,7C54E0A8,train
7EC8C395,paper_in_domain,0393A9B8,train
7F5ECA9B,author_write_paper,71D07969,train
7E209CEF,paper_in_domain,0160D514,train
5CEEE241,paper_cite_paper,7F8EDDA9,train
04231267,paper_in_domain,0509C2A8,train
774B1D6E,paper_in_domain,0984BFF1,train
7F87E641,paper_in_venue,43319DD4,train
7EC30D1A,author_write_paper,76327B1B,train
7E44D230,author_in_affiliation,0A2FAFA5,train
8162EC90,author_write_paper,7D8F8834,train
848AFB37,author_write_paper,7E93D385,train
0CF89A5C,author_write_paper,7F10CE41,train
7DBC903B,paper_in_domain,01E7DD16,train
7E8CD0FE,paper_in_domain,0A23FFAC,train
811A1072,author_write_paper,7089ABC1,train
75880CA9,paper_in_domain,065950AA,train
5882C9DA,paper_cite_paper,662995A9,train
82EBCD30,author_write_paper,689CF70E,train
80C71B8B,paper_in_domain,0322F49A,train
80842159,paper_in_domain,01E0CEB1,train
7EDE4AF1,author_in_affiliation,4CF99586,train
7EB3D637,author_write_paper,7DF0480E,train
766EB39C,paper_cite_paper,7F41F826,train
7F1E8E17,paper_in_domain,021EE282,train
8061F987,author_write_paper,5F0CC3C6,train
7F92F454,author_write_paper,7EFFDF87,train
80D6330B,paper_in_domain,05D05EDF,train
81631A0B,author_in_affiliation,0005FC5A,train
7D6E9EF4,author_write_paper,7780965F,train
2A5670CB,author_write_paper,7DDC4AFF,train
7EC85489,paper_cite_paper,80587BD9,train
794F3176,author_write_paper,7DCB1DA7,train
84B9BC0B,author_write_paper,7AB849FC,train
5BF62089,paper_in_venue,465F7C62,train
7FA4B495,author_write_paper,7DC03A9C,train
7F5944CA,author_write_paper,7F039979,train
809BD185,author_write_paper,8038E137,train
7F984106,paper_in_venue,45701BF3,train
7E16A13F,paper_in_venue,465F7C62,train
80F27E0A,paper_cite_paper,807AF1FA,train
06653B03,paper_in_domain,0149209A,train
7D6F0566,paper_in_domain,05E830CF,train
6E40A1A0,paper_in_domain,08D9ADFD,train
801C69C4,paper_in_domain,009B0ED0,train
7E86F160,paper_in_venue,465F7C62,train
7DE6965C,paper_in_domain,07919041,train
82CC10A9,author_write_paper,7F8AF755,train
81274981,paper_in_domain,0BF0E502,train
7DB4252D,paper_cite_paper,7D3A8B2F,train
80DBA15F,paper_in_domain,047CE770,train
77E15F2A,paper_in_domain,03A4415E,train
02C9E899,paper_in_venue,47C39427,train
7DD9DD48,author_write_paper,5B761DC8,train
813ACC77,paper_in_domain,0771135F,train
8069D11C,paper_in_domain,01E7DD16,train
80D345A7,paper_cite_paper,734B2DB4,train
7D1FE6B8,paper_cite_paper,8048D17E,train
583B387A,paper_in_domain,0162605E,train
8162ED5C,paper_in_domain,0940FAFD,train
7FDB1093,author_in_affiliation,500F4F9C,train
7EE87825,paper_in_domain,004E594E,train
7D0347D3,paper_in_domain,06F04483,train
7DA395C1,paper_in_domain,020298BB,train
7D5DA52D,paper_in_domain,089D907D,train
7DC2510D,author_in_affiliation,05B22A46,train
80B6BFB6,author_write_paper,7E6739BD,train
80F1DD1C,paper_in_domain,0322F49A,train
78EC631B,paper_cite_paper,7A66FCCB,train
5ECCBD92,paper_in_domain,0509C2A8,train
7BEF43DF,author_write_paper,7DFF4968,train
7E5592CF,paper_in_domain,04627FF6,train
7F5C592C,author_write_paper,778F40EF,train
7EB9CD4B,paper_in_domain,092289D0,train
806C8DC6,paper_in_domain,096C5E0C,train
808078E9,paper_in_domain,0C456836,train
6886B4DC,paper_in_domain,094A0611,train
59B1B849,paper_in_domain,0C610875,train
2493BB28,author_write_paper,7D98419F,train
794A4CBC,author_write_paper,7D961F43,train
7FA4C252,author_write_paper,7F06BE92,train
7D84FE64,paper_in_domain,006E26E3,train
7FB23E3B,paper_in_domain,05DAF1E5,train
7E326FA5,paper_in_domain,062CB7A3,train
803EE02D,paper_in_domain,04984686,train
149E278E,author_write_paper,7EB28F5F,train
7F65FB9C,paper_in_domain,03E73395,train
80686FD9,paper_cite_paper,7F34986C,train
73EC6F18,author_write_paper,5985B99D,train
7E094AEF,paper_in_domain,0AE867C7,train
80949243,author_write_paper,7EE3DD56,train
7DAC5076,author_write_paper,7AFF4D4B,train
6C9D476F,paper_in_domain,0724DFBA,train
7EB40891,paper_in_domain,02BAEDB1,train
7CEE4108,author_write_paper,7E717874,train
803CBF83,paper_cite_paper,7DE3538E,train
7DA3D045,paper_cite_paper,7F204042,train
7EDC3DBE,author_write_paper,5EBFFB9D,train
8038B436,paper_cite_paper,7EB53C76,train
7E12E9B2,paper_in_domain,06A4678D,train
80ABCB22,author_in_affiliation,373A6845,train
7DC399F7,paper_in_domain,08DDF80C,train
80EFF926,author_in_affiliation,07CB626B,train
80C8C832,paper_in_domain,022C6839,train
7A2040BC,paper_in_domain,213A570A,train
7C1D9A0F,paper_in_domain,01900D77,train
7F518AC3,author_write_paper,5CAA6A66,train
2B3D2E13,author_write_paper,76F04311,train
418DB68B,author_write_paper,7E853638,train
7FA0BCA1,paper_cite_paper,8048D17E,train
7B20680E,paper_in_domain,082EEFC0,train
7AB8447A,paper_in_venue,43FD776C,train
08B0D1F3,paper_cite_paper,666E6A90,train
81063071,author_in_affiliation,350410CF,train
7EDB82C8,author_write_paper,02D1373B,train
7DD62F1B,author_write_paper,80FE46A7,train
7FFF3AD9,author_write_paper,7EDC1BD1,train
7BBC933B,author_write_paper,80C8D1B0,train
2AF2111A,author_write_paper,7E6B8F3A,train
7D5A71BA,paper_cite_paper,7F641EC4,train
7F513D92,author_in_affiliation,0AC9113B,train
7D8BCDF2,paper_in_venue,47C39427,train
7C9B715B,paper_in_venue,43FD776C,train
13DC329C,author_in_affiliation,08B17323,train
816DDE24,paper_in_domain,213A570A,train
7FEF95FF,paper_in_domain,092C8D93,train
7F19D7FD,paper_in_domain,0065FA75,train
09AE60BA,paper_in_domain,091DD092,train
689CF70E,paper_in_domain,084246AA,train
0C1EB47B,paper_in_venue,47C39427,train
77A0F3EF,author_in_affiliation,4CE6FC2D,train
7DC1E078,paper_in_venue,465F7C62,train
7B02615E,paper_in_domain,03197C4D,train
77EE3DFB,paper_cite_paper,778850EB,train
7D109854,paper_cite_paper,68B81B1F,train
7E57E4E7,paper_in_domain,0256AFFD,train
7B5DDF24,author_write_paper,78E2E865,train
7E590C88,author_write_paper,7E21AD51,train
0E8ADBDB,author_in_affiliation,05C86094,train
7EFF5D95,paper_cite_paper,7F8B8885,train
58F984AF,paper_in_domain,0724DFBA,train
7C2D2808,paper_in_domain,083736DA,train
76D49856,paper_in_domain,090EAA43,train
06CEE5A2,paper_in_venue,465F7C62,train
7A5594E7,paper_in_domain,04BB9B33,train
7DA5E4CB,paper_in_domain,01B84C24,train
76E6A54C,author_write_paper,7DE742D6,train
29D9D03C,author_write_paper,75E377F7,train
7D6B1697,paper_in_domain,0C655874,train
7F856B50,paper_cite_paper,7ECFACCC,train
811F0509,paper_cite_paper,80ED41B5,train
5AAF2285,paper_in_domain,05D05EDF,train
809E122B,author_write_paper,01FACE5A,train
812103AD,author_in_affiliation,06DE3FEB,train
0C7C98FA,paper_in_domain,0911786B,train
2A214B76,author_in_affiliation,335ED749,train
79028EAA,author_write_paper,695A2CE7,train
7FAD6B7E,paper_in_venue,4558D729,train
5B000BA4,paper_in_domain,0815852D,train
7F4A6AC4,paper_in_domain,03DDEE22,train
81F2859F,author_write_paper,801D81A0,train
7E86CB86,paper_in_domain,004D9801,train
7F8B2D42,paper_in_domain,00BB2E8D,train
8103559E,paper_in_domain,07C17D18,train
7EE36AEC,paper_in_domain,00AE2819,train
81CBCC15,author_in_affiliation,0011EAC4,train
7D693F66,paper_in_domain,00AE2819,train
7D4F4289,paper_cite_paper,7FC64E8A,train
0CDDF247,author_write_paper,7DB31F83,train
7E265827,author_write_paper,5B394E75,train
7620AC91,author_write_paper,810E97B7,train
74B94242,author_write_paper,7F9D9D6A,train
7F30B09E,author_write_paper,82FBA5B2,train
22327862,author_write_paper,7EC5384F,train
7B1D9023,author_write_paper,80146664,train
11BA75DA,author_write_paper,7D82EEC5,train
7609D5DF,paper_in_domain,0650B2E2,train
7F914567,paper_in_venue,45701BF3,train
7DCD19DF,paper_in_domain,076BC823,train
779402E2,author_write_paper,805E6E34,train
750902B9,author_in_affiliation,4CE6FC2D,train
58FC6563,paper_cite_paper,7EAA11F7,train
0148BC95,author_write_paper,5CB88F5A,train
7C146533,paper_in_domain,0567EE20,train
7E7B01FA,paper_cite_paper,7E835A1A,train
06483CF9,author_write_paper,0383049E,train
7F6D75CA,paper_in_domain,06B6C231,train
816D845C,paper_cite_paper,77A17192,train
77F97538,paper_in_venue,4558D729,train
7D1DAF78,paper_cite_paper,7EC8C395,train
7689B3D0,paper_in_domain,099D42EF,train
5A7BA6C1,paper_in_venue,465F7C62,train
8001AD03,paper_in_domain,0403D145,train
7FDED6D6,paper_in_venue,46DAB993,train
786871D3,paper_in_domain,01AB58F8,train
7D8021AD,paper_cite_paper,7EC8C395,train
0857BCE0,author_write_paper,7EF35150,train
7BA73757,author_write_paper,5B81BB30,train
76E41A36,paper_in_domain,032845DD,train
80D36529,paper_in_domain,076BC823,train
147AC466,author_write_paper,81101633,train
7D286317,author_write_paper,790E780D,train
7E3D7F8B,paper_in_domain,0A7DBC5D,train
80401ABC,paper_in_domain,00564A32,train
77AACD63,paper_in_domain,0179C2BA,train
741F28C3,paper_cite_paper,70DE00F4,train
080C970C,paper_cite_paper,7DE3BCB2,train
79227CB0,paper_cite_paper,7F67DA5B,train
7EDC3DBE,author_write_paper,07D9BB0D,train
7AF59493,paper_in_domain,06BFE1EF,train
7B534F9D,paper_cite_paper,7D2B065D,train
81664E2D,paper_in_domain,0B274714,train
7EC65091,paper_in_domain,0B2C570C,train
7F2B5233,author_in_affiliation,05A45DE2,train
85754044,author_in_affiliation,0BC1D058,train
81604259,paper_in_venue,465F7C62,train
7DB1494E,author_write_paper,7F02987A,train
7E00A072,paper_in_domain,042D0DE6,train
05E07FAE,author_in_affiliation,06761B1F,train
766B74C4,author_in_affiliation,06CBEAA9,train
7E76246F,paper_in_domain,07868074,train
0C73098B,author_in_affiliation,0C01DCFD,train
79CFB883,paper_in_venue,460A7036,train
7B2CFD6B,paper_in_venue,43FD776C,train
763A2CC4,paper_cite_paper,7EA2B2D5,train
7F1E8E17,paper_cite_paper,7F1ED0F7,train
80C0A8F6,paper_in_domain,0765A2E4,train
806C5EC3,author_in_affiliation,03FD8454,train
10AF61A7,author_in_affiliation,4DDE3B69,train
0E9D06B5,author_write_paper,71B0502D,train
7F4B0970,paper_in_venue,43319DD4,train
784CC3C6,paper_in_domain,0650B2E2,train
800EDE37,author_write_paper,77E15F2A,train
7EADEC8F,paper_in_domain,0C610875,train
7F3D99E3,paper_in_domain,0304C748,train
80C972A1,author_write_paper,80CA34B5,train
814EE012,author_in_affiliation,0477FFD3,train
77BF781D,paper_in_domain,044294F0,train
77D5D852,author_in_affiliation,080E155C,train
7E7DA28C,author_write_paper,7C19CCBC,train
7E9471E2,paper_cite_paper,5A859508,train
7E58BE1F,paper_in_domain,04BB9B33,train
77D63394,paper_in_domain,082123F9,train
74E95813,paper_in_domain,08E5B3D7,train
5DE5406B,paper_in_domain,0304C748,train
86215E61,paper_in_venue,46DAB993,train
78EABD34,paper_in_domain,0322F49A,train
814DA0EC,author_in_affiliation,05B090CE,train
80BAD554,paper_in_domain,047CE770,train
5A7FBE17,author_write_paper,7026DAFC,train
7D6A10BE,paper_in_domain,0A0262E9,train
7C504F77,paper_in_domain,0B88F451,train
7DD8B64A,paper_in_domain,0980D3A7,train
848BD79E,author_write_paper,7EC786EA,train
7B00A7D0,author_write_paper,75A92E56,train
799CB099,author_in_affiliation,0D8F2D0E,train
80FA33C5,author_write_paper,7F6D865B,train
7E6F0D32,paper_in_venue,468A7487,train
7860A3D0,paper_in_domain,01E7DD16,train
7E986779,paper_in_domain,096000F8,train
7D6B69B1,paper_in_domain,035C9038,train
82BC8343,author_write_paper,815E99C0,train
8521BDDF,author_write_paper,7D7E045F,train
7F70E92C,author_write_paper,7D7323B5,train
80B4C314,author_write_paper,813CD617,train
8171D13D,author_write_paper,811C09A9,train
81176625,paper_in_domain,0BB17369,train
7D272B61,author_write_paper,7DF9767C,train
7F41F826,paper_in_domain,0ADA588F,train
7DB54482,author_write_paper,5B557460,train
80000FAB,author_write_paper,69EE840D,train
612E12D0,author_write_paper,80935941,train
0341DE85,author_in_affiliation,0229448F,train
8607E629,author_write_paper,7DC824F7,train
7D56E804,paper_in_venue,465F7C62,train
80A0C582,paper_cite_paper,81176625,train
7EECACCA,paper_in_venue,43319DD4,train
7DEDF798,paper_in_domain,020298BB,train
8055BBA2,paper_in_domain,02712487,train
81221BF1,paper_in_domain,04BB9B33,train
761D637C,author_write_paper,75D2BD3A,train
4959AA81,author_in_affiliation,4F10C1EB,train
81232D6A,paper_in_domain,0B961FB4,train
7F36ABF9,paper_in_domain,0579E1BD,train
75B100DD,paper_in_domain,0A815585,train
7FEAC7C7,paper_in_venue,465F7C62,train
7F720503,paper_in_domain,0A697672,train
803F8891,paper_in_domain,0A438068,train
80A8D67A,paper_in_domain,05D05EDF,train
5DBA1E89,author_in_affiliation,08EF476D,train
7FE06FE5,author_write_paper,7FB4861E,train
80F62409,paper_in_domain,090EAA43,train
80525F85,author_in_affiliation,0112E226,train
7FE85602,paper_in_domain,044C4B4C,train
80707077,paper_in_domain,07A5FDF7,train
7E2C016F,paper_in_domain,031490FE,train
78EABD34,paper_in_domain,06DAB539,train
81340A8E,paper_in_domain,0BE20181,train
7B338C34,author_in_affiliation,09E1E653,train
47C4870E,author_write_paper,814614BC,train
68D0E6D3,paper_in_domain,0A33A447,train
80DE5064,paper_in_domain,065950AA,train
7D5DA52D,paper_in_domain,09AEFBB9,train
802CB1B5,paper_cite_paper,7D82EEC5,train
80F1AC00,paper_in_domain,0724DFBA,train
39770679,author_write_paper,7F03B3C7,train
7F67EB59,paper_in_domain,0624FFBC,train
81991490,author_write_paper,7ECCEA6E,train
7D2EB003,paper_cite_paper,75E88EB9,train
7B98D9DA,paper_in_venue,465F7C62,train
800F8DFC,paper_in_domain,0765A2E4,train
7FF5D5E7,paper_in_venue,45610CDA,train
7F720D06,paper_cite_paper,7969F620,train
7FC0289E,author_write_paper,5B23CB3E,train
79850D33,author_in_affiliation,00971BF1,train
7E7F3FFE,author_write_paper,7F4AC8B3,train
84DF72CE,author_write_paper,79D08CEA,train
7F275C74,paper_in_domain,09ACCB7D,train
81402B0A,paper_in_domain,0C655874,train
277BF527,author_write_paper,5D19F088,train
7D853DB3,paper_in_domain,098CFB0F,train
4B2D00AA,author_in_affiliation,0477FFD3,train
78427B5A,author_write_paper,7CB44254,train
762A7263,author_in_affiliation,0A63B3A3,train
80AD06E8,paper_in_venue,465F7C62,train
75170874,paper_in_domain,0801842D,train
816A6D87,paper_cite_paper,7EAA7B71,train
7EACB2D7,paper_in_domain,0270E24D,train
77575A32,author_write_paper,74455F68,train
804DF917,paper_in_domain,00863DF2,train
7F38E4C4,author_write_paper,7E49A7BE,train
28B1FBAD,author_write_paper,754BE1D0,train
7B6A79E9,author_write_paper,7ECDB999,train
7AD6CB3E,author_in_affiliation,004B1FBC,train
82D5D1D6,author_write_paper,5B6B4AFA,train
7DD25105,paper_in_venue,43319DD4,train
2D123585,paper_in_domain,041E01D9,train
0AAFA3E3,paper_in_domain,0322F49A,train
849CDB41,author_in_affiliation,0349EE07,train
7DD1A5C9,paper_cite_paper,7CF0BE22,train
132A9E2F,author_in_affiliation,05B090CE,train
7A414742,author_write_paper,7E31F60A,train
7F2984B0,paper_in_domain,03726BFA,train
86330F9F,author_in_affiliation,0966B229,train
7572E010,author_in_affiliation,4CE6FC2D,train
7F5442D1,paper_in_domain,04625E4E,train
7D520336,paper_in_domain,0B0A0C34,train
7662630E,author_in_affiliation,0C01DCFD,train
7AA7690A,author_in_affiliation,0312B01D,train
856F8BEE,paper_in_domain,0BE93940,train
7FB843C1,paper_in_domain,076BC823,train
7FCBE424,paper_in_domain,094A0611,train
8116970D,paper_in_venue,4558D729,train
814614BC,paper_in_domain,031FE2B9,train
7D922E14,author_write_paper,7E8CBE22,train
8075FAEF,paper_in_domain,0474990C,train
0A2CA42C,author_write_paper,7ECE8F26,train
801AE9D4,paper_in_domain,023AC02B,train
7E45E5A8,author_in_affiliation,0875EA92,train
7DFF183D,author_write_paper,81149A7D,train
7BB337EE,paper_in_domain,0324061C,train
7E513BCB,author_write_paper,7E1885C4,train
7EC41183,paper_cite_paper,5EF39403,train
7E7D2BAE,paper_in_venue,448ECA1D,train
7D539823,paper_in_domain,0835322D,train
0834D1CE,paper_in_domain,039E1991,train
7DAE1455,paper_cite_paper,7F1803D9,train
766426E1,paper_in_domain,05511093,train
7DCA7674,author_write_paper,763AF679,train
7FE16EC1,author_in_affiliation,05E79D01,train
7B7D6147,paper_cite_paper,5E52110D,train
807590B3,paper_in_domain,0BE600FE,train
7F27944E,paper_in_domain,07108A62,train
7628BEC7,paper_in_domain,0724DFBA,train
7F56C678,paper_in_domain,0004C188,train
812FF69E,author_write_paper,5C029E35,train
05044AFF,paper_in_venue,47CCD465,train
0667CE07,author_in_affiliation,06194FDE,train
802EC48C,paper_in_venue,43319DD4,train
7CF9B0DC,paper_in_domain,0BCC2418,train
802FB8CB,paper_cite_paper,771875D5,train
777E1FA7,author_in_affiliation,0477FFD3,train
8009DE63,paper_in_domain,00D48189,train
5B86B716,paper_cite_paper,7DA19E2F,train
7D086D78,paper_in_domain,06F54AFB,train
80F2FF3A,paper_cite_paper,7BB34AD8,train
7F70DE47,paper_in_domain,07868074,train
755B4B87,author_in_affiliation,4FF45383,train
0C4E9751,author_write_paper,809CE4F8,train
7F9719F6,paper_in_domain,0AE9684E,train
80336766,author_write_paper,759B2D5B,train
7768E32D,paper_in_domain,0011E854,train
812030A8,paper_cite_paper,7E43C840,train
7E64617B,author_write_paper,7D27CD5C,train
598664E9,paper_in_venue,47C39427,train
7B8874A0,paper_in_domain,0A0F4889,train
81193662,author_write_paper,7E5F8479,train
7F1803D9,paper_in_domain,00A101A6,train
7DED0230,paper_in_domain,0AAB07DF,train
7D098DE9,paper_in_domain,077C413F,train
7F1F218E,paper_in_domain,01E7DD16,train
0959BB35,author_write_paper,80B7396A,train
8478DEEE,author_write_paper,7DD5C003,train
7F3B8EA5,author_write_paper,7E0185F5,train
7687C30C,paper_cite_paper,7630BE35,train
7B6EEEAE,author_write_paper,5A2344CD,train
7D119CEE,author_write_paper,7F1E8E17,train
803F1AA9,author_in_affiliation,0653F611,train
7D30FBF0,paper_in_domain,04AF4EC1,train
7F74AA33,author_write_paper,81101633,train
7FBC4F90,author_write_paper,80E5748F,train
14540050,author_in_affiliation,0389C918,train
019B9317,paper_cite_paper,5B38BC1F,train
7BB337EE,paper_in_domain,097C6C78,train
73863F00,paper_in_domain,09ACCB7D,train
5DF78B56,paper_in_domain,0509C2A8,train
768454F8,author_in_affiliation,0C2FE58D,train
64DC879E,paper_in_domain,06BFE1EF,train
80982E5F,paper_in_domain,008782E9,train
7AC14415,paper_in_domain,070A8707,train
80686FD9,paper_in_domain,08FE8AD8,train
7D765B61,paper_in_domain,0AAB07DF,train
81420B63,author_write_paper,8178DD5C,train
7A298D4E,paper_in_venue,45A88363,train
5B97CFB5,paper_in_domain,07477385,train
806DCF8E,author_in_affiliation,09368EC9,train
7D1A4F7E,paper_in_venue,43FD776C,train
7DAE1455,paper_cite_paper,790E2232,train
7FA57D87,paper_in_venue,465F7C62,train
7F93C5EE,paper_in_domain,0160D514,train
806A630A,paper_cite_paper,8118A037,train
27943CBA,author_write_paper,7E3D7F8B,train
7F28451A,author_in_affiliation,0966B229,train
7D01D9EE,author_in_affiliation,05B090CE,train
7DF82EC7,author_write_paper,7FCD6FD6,train
7E7B65A5,author_write_paper,7DC85049,train
849A03DF,author_write_paper,7D6A6864,train
7DA9D7C0,paper_in_domain,0650B2E2,train
813E874E,paper_in_domain,0AAB07DF,train
82A21271,author_in_affiliation,05C86094,train
7EE1FB1B,author_write_paper,7D17A093,train
8062C1CF,author_write_paper,77083586,train
7EEF0ED2,author_in_affiliation,08BCC883,train
7CFFAD67,paper_in_domain,20F5F5CD,train
5C623DC2,paper_in_venue,47CCD465,train
596E86F7,paper_cite_paper,8136218D,train
7DAFAF38,paper_in_venue,43319DD4,train
7D1DAF78,paper_cite_paper,7D8021AD,train
0A061C9C,author_in_affiliation,0A8478AE,train
7DBE521C,author_in_affiliation,07CB626B,train
7CF69DF1,author_in_affiliation,005237C4,train
797DB4B6,paper_in_domain,0160D514,train
59038A0E,paper_cite_paper,7841F3D6,train
85383A24,author_in_affiliation,0653F611,train
7D807FD5,paper_cite_paper,7FB5D5E6,train
8035B453,author_write_paper,7D3902BB,train
615F552E,paper_in_venue,45610CDA,train
7868D94E,paper_cite_paper,77B562B0,train
80E075A9,paper_cite_paper,6F29391A,train
78190DC0,author_write_paper,7D720ED6,train
7DC5BF29,paper_in_domain,00457FEE,train
808FE270,paper_in_domain,01A2ACFC,train
7DAABBEA,author_write_paper,7F185125,train
8125CDB7,author_in_affiliation,03D00B37,train
861F1F61,author_write_paper,7FDF6FEB,train
7E128ED9,author_in_affiliation,0875EA92,train
785306D8,author_in_affiliation,05C86094,train
7FB4D895,author_write_paper,06197E68,train
58EE0403,paper_in_domain,0650B2E2,train
7EBD3CB0,author_in_affiliation,07874D3C,train
70CBB7CD,paper_in_domain,0765A2E4,train
7E56C8FC,author_write_paper,7EFF5D95,train
84D0CD13,author_in_affiliation,4D2B1EE6,train
8171F4DF,author_write_paper,5C0E5861,train
7E18E14B,author_write_paper,803AE4B8,train
7B2FE3E2,paper_in_domain,09AB37EA,train
802DC6B7,paper_in_domain,096000F8,train
84EF395B,author_write_paper,8086F5BD,train
71BDA3C9,paper_in_venue,46A05BB0,train
7E9E37C9,paper_in_venue,460A7036,train
7FC11E85,paper_in_domain,0BCEE2CA,train
8595A0AB,author_write_paper,6D48F70E,train
8020C741,author_write_paper,7D75C1E0,train
81523985,author_write_paper,7FA4FE9F,train
81432F2C,paper_in_domain,076BC823,train
72A41395,author_in_affiliation,043A55FE,train
14C4D746,author_in_affiliation,0B0ADEB6,train
5B9D5DA0,paper_in_domain,0BBCC83D,train
77FA6D58,author_write_paper,77625499,train
7BEB06E3,paper_in_venue,45701BF3,train
7CF1E5AB,author_in_affiliation,0A97E0C1,train
7609978B,author_write_paper,798E5678,train
7DA4DAB4,author_write_paper,590A9A8A,train
80200566,paper_in_domain,0C540666,train
7E21A361,paper_cite_paper,7BE499B8,train
80D1BF19,paper_in_domain,06A859B0,train
7DDBFB03,paper_in_venue,46DAB993,train
5B5AF9A6,paper_in_domain,06545253,train
8167E454,author_write_paper,7F0D50FE,train
7AA7C8E9,author_in_affiliation,0D109F83,train
80864D3B,paper_cite_paper,7BFA9CE4,train
7F28B5AA,paper_in_domain,08DDF80C,train
6CB35EBD,paper_in_domain,013BC275,train
84742D3C,author_in_affiliation,02642F55,train
7E9E03A0,author_write_paper,80A88F96,train
770B19DA,author_write_paper,7FC23B53,train
7D70FC19,paper_in_venue,47CCD465,train
849C8E3A,author_write_paper,7ED36DF0,train
8116656C,paper_in_domain,08D9ADFD,train
766B516E,paper_in_domain,09D1EC85,train
11BA75DA,author_write_paper,7F50BFA0,train
79239316,author_in_affiliation,01B1760F,train
7EC77EB3,paper_in_venue,45610CDA,train
7DED7D82,author_write_paper,73886989,train
8036D8DC,author_write_paper,7F5DF985,train
8130637C,paper_in_domain,00AE2819,train
0D9FE97E,author_write_paper,77A48E06,train
7DE7CD03,paper_cite_paper,7F1166EE,train
7EC99B18,paper_in_domain,01B2BA4A,train
0A061C9C,author_write_paper,7D82EEC5,train
7D144119,paper_in_venue,45701BF3,train
801C97A3,paper_in_domain,06060030,train
7E968B4A,author_write_paper,6A9A6C4F,train
81577373,paper_cite_paper,763B5383,train
7D4E5A91,paper_cite_paper,7DE5C7B3,train
6DB5F201,paper_in_domain,02061C9E,train
7F88FB94,paper_in_domain,0BED3A43,train
5B956004,paper_cite_paper,7EEA7369,train
7FCBE424,paper_cite_paper,5BCCE789,train
84D43C17,author_write_paper,7717164F,train
7F01E749,paper_cite_paper,8067E44A,train
807D2998,author_write_paper,78D0BF2F,train
7F08F36E,author_in_affiliation,0477FFD3,train
80A853E8,paper_in_domain,094A0611,train
8041BB5A,paper_in_domain,04A33560,train
299840AD,author_write_paper,7AC6B410,train
0F84B5F0,author_write_paper,0658D229,train
7D95A909,paper_in_venue,43319DD4,train
7F38E4C4,author_in_affiliation,05C86094,train
7B64A0AB,paper_in_domain,0520D581,train
851E414F,author_in_affiliation,090B77B3,train
784CEBB0,author_in_affiliation,02642F55,train
7E64FB11,author_write_paper,7F00A517,train
8016C0EE,paper_in_domain,04C13974,train
7D8021AD,paper_in_domain,085765D0,train
80EF24D5,author_in_affiliation,044C0559,train
7E9F0B81,paper_cite_paper,7EF03283,train
7E870311,paper_cite_paper,6DFE9B2D,train
7E771F9A,paper_in_domain,03DDEE22,train
7D179D7C,paper_cite_paper,80EA047D,train
7F67C586,paper_in_domain,08C59DC2,train
7E6F0D32,paper_in_domain,0A7A83FE,train
7F5ADDA3,paper_in_domain,0555BE69,train
0EC28728,author_write_paper,5ED10F3D,train
7972F3A8,paper_in_domain,09ACCB7D,train
7CA489FA,paper_in_venue,465F7C62,train
79610A77,author_write_paper,80613046,train
776A2D79,author_write_paper,76BAA0EF,train
7AAA18C7,author_in_affiliation,339CD1B3,train
7ACF0C5B,paper_in_domain,0648FA86,train
8025A451,paper_in_domain,0393A9B8,train
812330E1,paper_in_domain,021EE282,train
8158A726,author_write_paper,768E4F69,train
78C2E97C,author_write_paper,7D2AA94B,train
81484FC0,author_write_paper,7F3655D3,train
77E9118B,author_write_paper,80F7F442,train
774EDC34,author_in_affiliation,070DD5D4,train
7B53D376,author_in_affiliation,0966B229,train
8160D140,paper_in_venue,43319DD4,train
7D7F181B,paper_cite_paper,80E8E3FF,train
80C8C832,paper_cite_paper,7CECDB78,train
80BE93F4,paper_in_domain,0160D514,train
862D9ADF,author_in_affiliation,3333E44B,train
808078E9,paper_in_venue,43ABF249,train
7EC41183,paper_cite_paper,5DE685CE,train
7CE4C917,paper_in_domain,0160D514,train
770C05F2,paper_in_domain,06060030,train
80500CF5,paper_cite_paper,77A3C43D,train
7F2EE758,author_write_paper,7F69EB77,train
7A61E998,author_write_paper,7E4A9EE9,train
808D32D3,paper_in_venue,43319DD4,train
7EB04793,author_in_affiliation,01E46A0B,train
78815E9C,paper_in_domain,076BC823,train
80DE0F92,paper_cite_paper,81283BC0,train
760A7158,paper_in_domain,05E65163,train
7C8C4138,paper_in_domain,213A570A,train
1235B62D,author_write_paper,7DA580DD,train
640D7808,paper_in_domain,008782E9,train
0A6702BA,author_write_paper,7F93C5EE,train
816DDE24,paper_in_domain,0271BC14,train
0C2F4E1D,author_in_affiliation,4FA09039,train
5C029E35,paper_in_venue,47CCD465,train
80BE101F,paper_cite_paper,77C55A28,train
7E220078,paper_in_domain,05D05EDF,train
7BBB9F00,paper_in_domain,02050AC1,train
810F14D7,author_in_affiliation,02066FCD,train
7D1AE2B4,paper_cite_paper,767E699B,train
7E232A68,paper_cite_paper,80D35D54,train
22A9D7A7,author_write_paper,5A2E373A,train
7C0AF117,author_in_affiliation,0A5E7833,train
8126BBD7,paper_in_domain,0322F49A,train
05E1193B,author_in_affiliation,0BF77E37,train
7E898CB0,author_write_paper,816BBFC1,train
